test,station,p_MPa,G_kg_m2s,U_V,I_A,qw_kW_m2,Tin_C,dp_bar,Two_C,Twi_C,hb_kJ_kg,Tb_C,alpha_W_m2K,unc_qw_W_m2,unc_Two_C,unc_hb_J_kg,unc_alpha_W_m2K,rho_b,mu_b_uPa_s,lam_b_mWmK,cp_b,Pr_b,rho_w,mu_w_uPa_s,lam_w_mWmK,Re_b,Nu_meas,ratio_rho_w_b,ratio_mu_w_b,ratio_lam_w_b,T_pc_C,dT_b_to_pc_K,abs_dT_pc_K,near_pc,hb_coolprop_kJkg,hb_residual_kJkg
T9,17,15,821.6,8.4,8.5,16.3,20.0,0.31,65.65,65.48,349.83,60.96,3601.34,23.04,0.50,16.64,278.74,594.401,44.9254,65.5512,3457.60,2.36967,548.980,40.7616,61.7075,16093.51,48.3466,0.92359,0.90732,0.94136,64.33,-3.370,3.370,True,349.845,-0.015
T9,18,15,821.6,8.4,8.5,16.3,20.0,0.31,67.89,67.72,356.62,62.91,3383.88,23.04,0.50,16.64,246.10,574.691,43.0555,63.8740,3488.78,2.35168,527.175,38.9403,59.8662,16792.45,46.6202,0.91732,0.90442,0.93726,64.33,-1.420,1.420,True,356.622,-0.002
T9,19,15,821.6,8.4,8.5,16.3,20.0,0.31,69.92,69.75,363.41,64.85,3325.21,23.04,0.50,16.64,237.64,555.230,41.3045,62.2337,3494.80,2.31950,508.159,37.4423,58.2440,17504.34,47.0193,0.91522,0.90649,0.93589,64.33,0.520,0.520,True,363.400,0.010
T9,20,15,821.6,8.4,8.5,16.3,20.0,0.31,72.07,71.90,370.21,66.80,3194.81,23.04,0.50,16.64,219.37,536.040,39.6673,60.6166,3474.68,2.27382,488.984,36.0153,56.5847,18226.79,46.3806,0.91221,0.90793,0.93349,64.33,2.470,2.470,True,370.199,0.011
T10,1,15,821.6,8.4,8.5,16.3,29.9,0.33,36.04,35.87,266.48,32.61,4999.58,23.04,0.50,16.10,537.14,830.651,77.4168,92.6794,2475.79,2.06807,809.224,73.4276,89.4330,9339.16,47.4715,0.97420,0.94847,0.96497,64.33,-31.720,31.720,False,266.485,-0.005
T10,2,15,821.6,8.4,8.5,16.3,29.9,0.33,38.77,38.60,273.06,35.23,4837.76,23.04,0.50,16.10,502.94,813.526,74.2055,90.0697,2539.99,2.09261,790.307,70.1351,86.7216,9743.32,47.2659,0.97146,0.94515,0.96283,64.33,-29.100,29.100,False,273.055,0.005
T10,3,15,821.6,8.4,8.5,16.3,29.9,0.33,42.27,42.10,279.63,37.79,3775.89,23.04,0.50,16.10,306.40,796.018,71.1078,87.5252,2609.16,2.11975,764.613,65.9691,83.2613,10167.78,37.9637,0.96055,0.92773,0.95128,64.33,-26.540,26.540,False,279.644,-0.014
T10,4,15,821.6,8.4,8.5,16.3,29.9,0.33,45.55,45.38,286.21,40.27,3187.16,23.04,0.50,16.10,218.32,778.259,68.1401,85.0678,2683.12,2.14920,738.905,62.1148,80.0440,10610.61,32.9702,0.94943,0.91157,0.94094,64.33,-24.060,24.060,False,286.205,0.005
T10,5,15,821.6,8.4,8.5,16.3,29.9,0.33,47.56,47.39,292.78,42.69,3460.24,23.04,0.50,16.10,257.32,760.110,65.2724,82.6804,2762.87,2.18116,722.306,59.7760,78.0896,11076.78,36.8287,0.95027,0.91579,0.94448,64.33,-21.640,21.640,False,292.793,-0.013
T10,6,15,821.6,8.4,8.5,16.3,29.9,0.33,49.87,49.70,299.36,45.03,3491.13,23.04,0.50,16.10,261.94,741.728,62.5239,80.3858,2847.75,2.21497,702.403,57.1133,75.8642,11563.71,38.2181,0.94698,0.91346,0.94375,64.33,-19.300,19.300,False,299.356,0.004
T10,7,15,821.6,8.4,8.5,16.3,29.9,0.33,52.49,52.32,305.93,47.30,3248.20,23.04,0.50,16.10,226.76,723.063,59.8804,78.1768,2937.01,2.24963,678.767,54.1360,73.3741,12074.21,36.5635,0.93874,0.90407,0.93857,64.33,-17.030,17.030,False,305.921,0.009
T10,8,15,821.6,8.4,8.5,16.3,29.9,0.33,54.63,54.46,312.51,49.51,3286.55,23.04,0.50,16.10,232.14,704.074,57.3311,76.0463,3028.76,2.28337,658.675,51.7511,71.3748,12611.09,38.0316,0.93552,0.90267,0.93857,64.33,-14.820,14.820,False,312.512,-0.002
T10,9,15,821.6,8.4,8.5,16.3,29.9,0.33,56.76,56.59,319.08,51.65,3295.14,23.04,0.50,16.10,233.36,684.916,54.8922,74.0069,3119.56,2.31383,638.060,49.4339,69.4235,13171.43,39.1818,0.93159,0.90056,0.93807,64.33,-12.680,12.680,False,319.091,-0.011
T10,10,15,821.6,8.4,8.5,16.3,29.9,0.33,58.92,58.75,325.66,53.73,3241.25,23.04,0.50,16.10,225.79,665.604,52.5590,72.0528,3206.96,2.33932,616.649,47.1576,67.4882,13756.12,39.5863,0.92645,0.89723,0.93665,64.33,-10.600,10.600,False,325.671,-0.011
T10,11,15,821.6,8.4,8.5,16.3,29.9,0.33,61.21,61.04,332.23,55.75,3077.40,23.04,0.50,16.10,203.55,646.257,50.3400,70.1881,3288.70,2.35871,593.592,44.8468,65.4818,14362.49,38.5836,0.91851,0.89088,0.93295,64.33,-8.580,8.580,False,332.232,-0.002
T10,12,15,821.6,8.4,8.5,16.3,29.9,0.33,63.05,62.88,338.81,57.73,3160.13,23.04,0.50,16.10,214.63,626.813,48.2221,68.3966,3362.86,2.37094,574.993,43.0835,63.8995,14993.28,40.6586,0.91733,0.89344,0.93425,64.33,-6.600,6.600,False,338.818,-0.008
T10,13,15,821.6,8.4,8.5,16.3,29.9,0.33,65.25,65.08,345.38,59.66,3005.35,23.04,0.50,16.10,194.13,607.516,46.2254,66.6856,3424.79,2.37401,552.943,41.1048,62.0412,15640.93,39.6593,0.91017,0.88923,0.93035,64.33,-4.670,4.670,True,345.371,0.009
T10,14,15,821.6,8.4,8.5,16.3,29.9,0.33,67.11,66.94,351.96,61.57,3031.58,23.04,0.50,16.10,197.53,588.232,44.3296,65.0235,3469.87,2.36558,534.682,39.5548,60.5018,16309.83,41.0281,0.90896,0.89229,0.93046,64.33,-2.760,2.760,True,351.958,0.002
T10,15,15,821.6,8.4,8.5,16.3,29.9,0.33,69.03,68.86,358.53,63.46,3012.53,23.04,0.50,16.10,195.06,569.149,42.5474,63.4060,3493.12,2.34399,516.396,38.0810,58.9492,16993.00,41.8103,0.90731,0.89502,0.92971,64.33,-0.870,0.870,True,358.542,-0.012
T10,16,15,821.6,8.4,8.5,16.3,29.9,0.33,71.46,71.29,365.11,65.34,2735.80,23.04,0.50,16.10,160.87,550.365,40.8811,61.8242,3492.19,2.30920,494.315,36.4037,57.0487,17685.63,38.9411,0.89816,0.89048,0.92276,64.33,1.010,1.010,True,365.112,-0.002
T10,17,15,821.6,8.4,8.5,16.3,29.9,0.33,73.53,73.36,371.68,67.23,2655.37,23.04,0.50,16.10,151.56,531.879,39.3238,60.2648,3466.83,2.26217,476.597,35.1376,55.4983,18386.00,38.7743,0.89606,0.89354,0.92091,64.33,2.900,2.900,True,371.692,-0.012
T10,18,15,821.6,8.4,8.5,16.3,29.9,0.33,75.09,74.92,378.26,69.14,2814.03,23.04,0.50,16.10,170.21,513.787,37.8770,58.7263,3418.19,2.20465,463.962,34.2777,54.3784,19088.31,42.1676,0.90303,0.90497,0.92596,64.33,4.810,4.810,True,378.270,-0.010
T10,19,15,821.6,8.4,8.5,16.3,29.9,0.33,77.61,77.45,384.83,71.08,2557.96,23.04,0.50,16.10,140.65,496.170,36.5404,57.2097,3348.61,2.13879,444.811,33.0425,52.6617,19786.56,39.3466,0.89649,0.90427,0.92050,64.33,6.750,6.750,False,384.837,-0.007
T10,20,15,821.6,8.4,8.5,16.3,29.9,0.33,79.19,79.02,391.40,73.07,2734.29,23.04,0.50,16.10,160.70,479.015,35.3062,55.7112,3261.01,2.06662,433.750,32.3665,51.6622,20478.22,43.1901,0.90550,0.91674,0.92732,64.33,8.740,8.740,False,391.416,-0.016
T11,1,20,804.4,6.7,6.6,10.0,20.2,0.26,27.01,26.90,239.82,22.85,2466.35,14.14,0.50,10.92,213.03,924.151,98.9492,109.6152,2095.39,1.89150,905.331,93.9888,105.9498,7153.89,19.8001,0.97964,0.94987,0.96656,75.85,-53.000,53.000,False,239.815,0.005
T11,2,20,804.4,6.7,6.6,10.0,20.2,0.26,29.53,29.42,244.28,24.97,2244.25,14.14,0.50,10.92,176.39,914.376,96.3232,107.6896,2111.56,1.88869,893.302,91.0172,103.6973,7348.92,18.3392,0.97695,0.94491,0.96293,75.85,-50.880,50.880,False,244.274,0.006
T11,3,20,804.4,6.7,6.6,10.0,20.2,0.26,33.08,32.98,248.74,27.07,1693.54,14.14,0.50,10.92,100.46,904.528,93.7857,105.7971,2128.55,1.88689,875.863,86.9572,100.5528,7547.76,14.0865,0.96831,0.92719,0.95043,75.85,-48.780,48.780,False,248.726,0.014
T11,4,20,804.4,6.7,6.6,10.0,20.2,0.26,35.31,35.20,253.19,29.16,1654.38,14.14,0.50,10.92,95.87,894.555,91.3199,103.9287,2146.45,1.88603,864.708,84.5021,98.6146,7751.56,14.0082,0.96663,0.92534,0.94887,75.85,-46.690,46.690,False,253.194,-0.004
T11,5,20,804.4,6.7,6.6,10.0,20.2,0.26,37.89,37.79,257.65,31.23,1523.00,14.14,0.50,10.92,81.25,884.503,88.9335,102.0930,2165.14,1.88605,851.410,81.7076,96.3759,7959.57,13.1276,0.96259,0.91875,0.94400,75.85,-44.620,44.620,False,257.656,-0.006
T11,6,20,804.4,6.7,6.6,10.0,20.2,0.26,40.03,39.92,262.11,33.28,1504.01,14.14,0.50,10.92,79.24,874.368,86.6221,100.2899,2184.56,1.88684,840.236,79.4631,94.5537,8171.95,13.1970,0.96096,0.91735,0.94280,75.85,-42.570,42.570,False,262.114,-0.004
T11,7,20,804.4,6.7,6.6,10.0,20.2,0.26,42.59,42.48,266.57,35.31,1393.40,14.14,0.50,10.92,68.02,864.150,84.3819,98.5190,2204.63,1.88828,826.514,76.8271,92.3872,8388.91,12.4462,0.95645,0.91047,0.93776,75.85,-40.540,40.540,False,266.569,0.001
T11,8,20,804.4,6.7,6.6,10.0,20.2,0.26,44.27,44.17,271.03,37.32,1459.95,14.14,0.50,10.92,74.67,853.847,82.2092,96.7803,2225.27,1.89024,817.277,75.1226,90.9718,8610.61,13.2750,0.95717,0.91380,0.93998,75.85,-38.530,38.530,False,271.021,0.009
T11,9,20,804.4,6.7,6.6,10.0,20.2,0.26,45.91,45.80,275.49,39.32,1541.52,14.14,0.50,10.92,83.24,843.406,80.0906,95.0652,2246.49,1.89263,808.230,73.5047,89.6184,8838.39,14.2695,0.95829,0.91777,0.94270,75.85,-36.530,36.530,False,275.493,-0.003
T11,10,20,804.4,6.7,6.6,10.0,20.2,0.26,47.94,47.83,279.95,41.29,1527.91,14.14,0.50,10.92,81.78,832.933,78.0443,93.3910,2268.05,1.89535,796.774,71.5249,87.9497,9070.13,14.3971,0.95659,0.91647,0.94174,75.85,-34.560,34.560,False,279.939,0.011
T11,11,20,804.4,6.7,6.6,10.0,20.2,0.26,50.57,50.47,284.40,43.25,1383.95,14.14,0.50,10.92,67.10,822.323,76.0471,91.7408,2290.13,1.89837,781.556,69.0074,85.8092,9308.34,13.2752,0.95042,0.90743,0.93534,75.85,-32.600,32.600,False,284.406,-0.006
T11,12,20,804.4,6.7,6.6,10.0,20.2,0.26,52.77,52.67,288.86,45.19,1336.49,14.14,0.50,10.92,62.58,811.632,74.1072,90.1235,2312.64,1.90165,768.600,66.9582,84.0526,9552.00,13.0500,0.94698,0.90353,0.93264,75.85,-30.660,30.660,False,288.871,-0.011
T11,13,20,804.4,6.7,6.6,10.0,20.2,0.26,54.22,54.11,293.32,47.10,1426.42,14.14,0.50,10.92,71.28,800.918,72.2324,88.5476,2335.47,1.90515,759.984,65.6408,82.9168,9799.92,14.1760,0.94889,0.90874,0.93641,75.85,-28.750,28.750,False,293.310,0.010
T11,14,20,804.4,6.7,6.6,10.0,20.2,0.26,56.22,56.11,297.78,49.00,1405.71,14.14,0.50,10.92,69.22,790.074,70.4013,86.9969,2358.86,1.90888,747.844,63.8424,81.3584,10054.81,14.2192,0.94655,0.90684,0.93519,75.85,-26.850,26.850,False,297.769,0.011
T11,15,20,804.4,6.7,6.6,10.0,20.2,0.26,58.12,58.02,302.24,50.89,1400.90,14.14,0.50,10.92,68.75,779.102,68.6128,85.4719,2382.78,1.91279,736.068,62.1597,79.8919,10316.91,14.4234,0.94476,0.90595,0.93471,75.85,-24.960,24.960,False,302.250,-0.010
T11,16,20,804.4,6.7,6.6,10.0,20.2,0.26,60.10,59.99,306.70,52.75,1379.37,14.14,0.50,10.92,66.65,768.124,66.8845,83.9892,2406.88,1.91671,723.745,60.4605,78.4025,10583.49,14.4524,0.94222,0.90395,0.93348,75.85,-23.100,23.100,False,306.704,-0.004
T11,17,20,804.4,6.7,6.6,10.0,20.2,0.26,61.52,61.41,311.16,54.59,1464.54,14.14,0.50,10.92,75.14,757.089,65.2058,82.5407,2431.11,1.92053,714.759,59.2593,77.3443,10855.96,15.6141,0.94409,0.90880,0.93704,75.85,-21.260,21.260,False,311.155,0.005
T11,18,20,804.4,6.7,6.6,10.0,20.2,0.26,63.16,63.05,315.61,56.41,1505.65,14.14,0.50,10.92,79.41,746.006,63.5759,81.1266,2455.20,1.92405,704.283,57.8978,76.1387,11134.29,16.3321,0.94407,0.91069,0.93852,75.85,-19.440,19.440,False,315.602,0.008
T11,19,20,804.4,6.7,6.6,10.0,20.2,0.26,65.36,65.25,320.07,58.22,1421.74,14.14,0.50,10.92,70.81,734.825,61.9855,79.7396,2478.99,1.92704,690.088,56.1165,74.5509,11419.97,15.6902,0.93912,0.90532,0.93493,75.85,-17.630,17.630,False,320.067,0.003
T11,20,20,804.4,6.7,6.6,10.0,20.2,0.26,67.48,67.37,324.53,60.01,1357.91,14.14,0.50,10.92,64.60,723.619,60.4434,78.3875,2501.98,1.92924,676.285,54.4516,73.0545,11711.32,15.2443,0.93459,0.90087,0.93197,75.85,-15.840,15.840,False,324.525,0.005
T12,1,20,804.4,9.4,9.3,20.1,20.2,0.29,32.02,31.81,243.34,24.53,2730.58,28.13,0.50,21.07,131.25,916.419,96.8628,108.0880,2108.13,1.88919,881.654,88.2744,101.5814,7307.99,22.2311,0.96206,0.91133,0.93980,75.85,-51.320,51.320,False,243.346,-0.006
T12,2,20,804.4,9.4,9.3,20.1,20.2,0.29,36.43,36.23,251.94,28.58,2600.12,28.13,0.50,21.07,119.02,897.340,91.9984,104.4457,2141.38,1.88618,859.457,83.3819,97.7213,7694.40,21.9071,0.95778,0.90634,0.93562,75.85,-47.270,47.270,False,251.950,-0.010
T12,3,20,804.4,9.4,9.3,20.1,20.2,0.29,43.02,42.81,260.54,32.56,1940.57,28.13,0.50,21.07,66.32,877.948,87.4282,100.9215,2177.64,1.88648,824.722,76.4921,92.1098,8096.61,16.9211,0.93937,0.87491,0.91269,75.85,-43.290,43.290,False,260.544,-0.004
T12,4,20,804.4,9.4,9.3,20.1,20.2,0.29,46.21,46.00,269.15,36.48,2087.34,28.13,0.50,21.07,76.72,858.175,83.1118,97.5051,2216.56,1.88936,807.111,73.3079,89.4531,8517.10,18.8386,0.94050,0.88204,0.91742,75.85,-39.370,39.370,False,269.156,-0.006
T12,5,20,804.4,9.4,9.3,20.1,20.2,0.29,50.10,49.89,277.75,40.32,2078.03,28.13,0.50,21.07,76.04,838.114,79.0469,94.2134,2257.36,1.89397,784.931,69.5550,86.2765,8955.09,19.4098,0.93654,0.87992,0.91576,75.85,-35.530,35.530,False,277.745,0.005
T12,6,20,804.4,9.4,9.3,20.1,20.2,0.29,53.95,53.75,286.35,44.10,2061.16,28.13,0.50,21.07,74.81,817.662,75.1926,91.0301,2299.91,1.89977,762.148,65.9684,83.1996,9414.11,19.9255,0.93211,0.87732,0.91398,75.85,-31.750,31.750,False,286.357,-0.007
T12,7,20,804.4,9.4,9.3,20.1,20.2,0.29,57.57,57.36,294.95,47.80,2080.49,28.13,0.50,21.07,76.22,796.945,71.5539,87.9742,2344.01,1.90650,740.157,62.7373,80.3962,9892.85,20.8110,0.92874,0.87678,0.91386,75.85,-28.050,28.050,False,294.948,0.002
T12,8,20,804.4,9.4,9.3,20.1,20.2,0.29,61.10,60.89,303.55,51.44,2103.03,28.13,0.50,21.07,77.88,775.874,68.0985,85.0316,2389.86,1.91394,718.059,59.6968,77.7303,10394.83,21.7645,0.92548,0.87663,0.91413,75.85,-24.410,24.410,False,303.563,-0.013
T12,9,20,804.4,9.4,9.3,20.1,20.2,0.29,64.31,64.11,312.15,55.00,2184.48,28.13,0.50,21.07,84.03,754.606,64.8360,82.2205,2436.53,1.92136,697.462,57.0329,75.3694,10917.89,23.3803,0.92427,0.87965,0.91667,75.85,-20.850,20.850,False,312.153,-0.003
T12,10,20,804.4,9.4,9.3,20.1,20.2,0.29,67.74,67.53,320.75,58.50,2201.72,28.13,0.50,21.07,85.36,733.081,61.7422,79.5267,2482.63,1.92744,675.240,54.3280,72.9429,11464.96,24.3630,0.92110,0.87992,0.91721,75.85,-17.350,17.350,False,320.762,-0.012
T12,11,20,804.4,9.4,9.3,20.1,20.2,0.29,72.11,71.90,329.36,61.93,1994.92,28.13,0.50,21.07,70.09,711.448,58.8246,76.9601,2525.59,1.93044,646.567,51.0773,69.9752,12033.60,22.8109,0.90880,0.86830,0.90924,75.85,-13.920,13.920,False,329.352,0.008
T12,12,20,804.4,9.4,9.3,20.1,20.2,0.29,75.74,75.54,337.96,65.31,1945.29,28.13,0.50,21.07,66.65,689.699,56.0687,74.5081,2563.03,1.92873,622.706,48.5626,67.6254,12625.09,22.9754,0.90287,0.86613,0.90763,75.85,-10.540,10.540,False,337.954,0.006
T12,13,20,804.4,9.4,9.3,20.1,20.2,0.29,79.84,79.64,346.56,68.65,1810.15,28.13,0.50,21.07,57.72,667.909,53.4721,72.1676,2592.70,1.92104,596.189,45.9573,65.1190,13238.16,22.0727,0.89262,0.85946,0.90233,75.85,-7.200,7.200,False,346.566,-0.006
T12,14,20,804.4,9.4,9.3,20.1,20.2,0.29,84.05,83.85,355.16,71.95,1672.09,28.13,0.50,21.07,49.26,646.239,51.0416,69.9422,2612.60,1.90659,569.729,43.5457,62.7073,13868.54,21.0379,0.88161,0.85314,0.89656,75.85,-3.900,3.900,True,355.158,0.002
T12,15,20,804.4,9.4,9.3,20.1,20.2,0.29,86.71,86.51,363.76,75.24,1764.86,28.13,0.50,21.07,54.87,624.666,48.7628,67.8148,2621.14,1.88475,553.571,42.1619,61.2712,14516.64,22.9018,0.88619,0.86463,0.90351,75.85,-0.610,0.610,True,363.770,-0.010
T12,16,20,804.4,9.4,9.3,20.1,20.2,0.29,91.11,90.90,372.36,78.52,1606.63,28.13,0.50,21.07,45.48,603.375,46.6442,65.7886,2617.01,1.85547,528.070,40.1105,59.0526,15175.98,21.4906,0.87519,0.85992,0.89761,75.85,2.670,2.670,True,372.365,-0.005
T12,17,20,804.4,9.4,9.3,20.1,20.2,0.29,93.67,93.47,380.96,81.82,1707.07,28.13,0.50,21.07,51.34,582.367,44.6747,63.8492,2599.84,1.81908,513.889,39.0388,57.8414,15845.04,23.5276,0.88241,0.87385,0.90591,75.85,5.970,5.970,False,380.976,-0.016
T12,18,20,804.4,9.4,9.3,20.1,20.2,0.29,96.42,96.21,389.56,85.14,1796.74,28.13,0.50,21.07,56.87,561.832,42.8611,62.0022,2570.41,1.77688,499.418,37.9953,56.6208,16515.49,25.5012,0.88891,0.88648,0.91321,75.85,9.290,9.290,False,389.562,-0.002
T12,19,20,804.4,9.4,9.3,20.1,20.2,0.29,101.02,100.81,398.17,88.51,1617.05,28.13,0.50,21.07,46.07,541.762,41.1919,60.2369,2529.95,1.73006,476.662,36.4565,54.7326,17184.72,23.6234,0.87984,0.88504,0.90862,75.85,12.660,12.660,False,398.158,0.012
T12,20,20,804.4,9.4,9.3,20.1,20.2,0.29,104.48,104.28,406.77,91.95,1613.01,28.13,0.50,21.07,45.84,522.207,39.6615,58.5499,2479.86,1.67985,460.766,35.4556,53.4382,17847.84,24.2434,0.88234,0.89396,0.91270,75.85,16.100,16.100,False,406.778,-0.008
T13,1,20,1044.5,9.4,9.4,20.1,20.0,0.43,28.33,28.12,240.74,23.29,4166.24,28.46,0.50,16.42,301.91,922.136,98.3987,109.2143,2098.67,1.89083,899.539,92.5396,104.8566,9341.18,33.5697,0.97550,0.94046,0.96010,75.85,-52.560,52.560,False,240.738,0.002
T13,2,20,1044.5,9.4,9.4,20.1,20.0,0.43,32.96,32.76,247.44,26.47,3199.89,28.46,0.50,16.42,178.12,907.359,94.5044,106.3363,2123.60,1.88731,876.956,87.2037,100.7459,9726.11,26.4811,0.96649,0.92275,0.94743,75.85,-49.380,49.380,False,247.451,-0.011
T13,3,20,1044.5,9.4,9.4,20.1,20.0,0.43,36.18,35.97,254.15,29.60,3159.48,28.46,0.50,16.42,173.65,892.433,90.8081,103.5373,2150.34,1.88597,860.787,83.6636,97.9465,10122.00,26.8535,0.96454,0.92132,0.94600,75.85,-46.250,46.250,False,254.139,0.011
T13,4,20,1044.5,9.4,9.4,20.1,20.0,0.43,38.84,38.63,260.85,32.70,3392.19,28.46,0.50,16.42,200.17,877.254,87.2710,100.7985,2178.97,1.88655,847.030,80.8168,95.6552,10532.25,29.6148,0.96555,0.92604,0.94897,75.85,-43.150,43.150,False,260.849,0.001
T13,5,20,1044.5,9.4,9.4,20.1,20.0,0.43,42.00,41.79,267.55,35.75,3334.20,28.46,0.50,16.42,193.39,861.910,83.9025,98.1371,2209.09,1.88866,830.245,77.5312,92.9685,10955.10,29.8979,0.96326,0.92406,0.94733,75.85,-40.100,40.100,False,267.540,0.010
T13,6,20,1044.5,9.4,9.4,20.1,20.0,0.43,44.83,44.63,274.25,38.77,3434.96,28.46,0.50,16.42,205.25,846.296,80.6690,95.5353,2240.59,1.89193,814.738,74.6634,90.5886,11394.21,31.6403,0.96271,0.92555,0.94822,75.85,-37.080,37.080,False,274.259,-0.009
T13,7,20,1044.5,9.4,9.4,20.1,20.0,0.43,48.16,47.95,280.95,41.74,3238.12,28.46,0.50,16.42,182.40,830.514,77.5824,93.0107,2273.06,1.89601,796.090,71.4091,87.8517,11847.54,30.6368,0.95855,0.92043,0.94453,75.85,-34.110,34.110,False,280.961,-0.011
T13,8,20,1044.5,9.4,9.4,20.1,20.0,0.43,50.03,49.83,287.65,44.66,3899.19,28.46,0.50,16.42,264.46,814.572,74.6336,90.5637,2306.42,1.90073,785.279,69.6118,86.3250,12315.64,37.8881,0.96404,0.93272,0.95320,75.85,-31.190,31.190,False,287.647,0.003
T13,9,20,1044.5,9.4,9.4,20.1,20.0,0.43,52.67,52.46,294.36,47.55,4099.05,28.46,0.50,16.42,292.26,798.367,71.7957,88.1787,2340.95,1.90602,769.847,67.1519,84.2192,12802.44,40.9074,0.96428,0.93532,0.95510,75.85,-28.300,28.300,False,294.362,-0.002
T13,10,20,1044.5,9.4,9.4,20.1,20.0,0.43,55.65,55.44,301.06,50.39,3984.38,28.46,0.50,16.42,276.14,782.023,69.0828,85.8736,2376.40,1.91174,751.933,64.4408,81.8779,13305.20,40.8304,0.96152,0.93281,0.95347,75.85,-25.460,25.460,False,301.060,-0.000
T13,11,20,1044.5,9.4,9.4,20.1,20.0,0.43,58.40,58.19,307.76,53.19,4021.01,28.46,0.50,16.42,281.24,765.501,66.4803,83.6411,2412.65,1.91764,735.011,62.0116,79.7624,13826.05,42.3056,0.96017,0.93278,0.95363,75.85,-22.660,22.660,False,307.765,-0.005
T13,12,20,1044.5,9.4,9.4,20.1,20.0,0.43,61.24,61.03,314.46,55.95,3956.51,28.46,0.50,16.42,272.29,748.823,63.9849,81.4822,2449.12,1.92320,717.172,59.5788,77.6262,14365.26,42.7299,0.95773,0.93114,0.95268,75.85,-19.900,19.900,False,314.474,-0.014
T13,13,20,1044.5,9.4,9.4,20.1,20.0,0.43,64.32,64.11,321.16,58.66,3694.45,28.46,0.50,16.42,237.42,732.084,61.6035,79.4054,2484.71,1.92766,697.462,57.0329,75.3694,14920.57,40.9433,0.95271,0.92581,0.94917,75.85,-17.190,17.190,False,321.159,0.001
T13,14,20,1044.5,9.4,9.4,20.1,20.0,0.43,67.23,67.02,327.87,61.34,3543.93,28.46,0.50,16.42,218.48,715.204,59.3181,77.3961,2518.48,1.93022,678.571,54.7228,73.2992,15495.45,40.2948,0.94878,0.92253,0.94707,75.85,-14.510,14.510,False,327.864,0.006
T13,15,20,1044.5,9.4,9.4,20.1,20.0,0.43,69.56,69.35,334.57,63.99,3751.22,28.46,0.50,16.42,244.77,698.236,57.1302,75.4561,2549.16,1.93005,663.318,52.9449,71.6881,16088.86,43.7483,0.94999,0.92674,0.95006,75.85,-11.860,11.860,False,334.579,-0.009
T13,16,20,1044.5,9.4,9.4,20.1,20.0,0.43,73.38,73.18,341.27,66.60,3061.21,28.46,0.50,16.42,163.03,681.310,55.0502,73.5941,2575.48,1.92653,638.160,50.1722,69.1359,16696.75,36.6044,0.93667,0.91139,0.93942,75.85,-9.250,9.250,False,341.268,0.002
T13,17,20,1044.5,9.4,9.4,20.1,20.0,0.43,75.69,75.49,347.97,69.19,3197.80,28.46,0.50,16.42,177.89,664.368,53.0649,71.7974,2596.65,1.91916,623.033,48.5958,67.6569,17321.44,39.1945,0.93778,0.91578,0.94233,75.85,-6.660,6.660,False,347.967,0.003
T13,18,20,1044.5,9.4,9.4,20.1,20.0,0.43,77.82,77.61,354.67,71.76,3443.74,28.46,0.50,16.42,206.30,647.487,51.1777,70.0679,2611.74,1.90762,609.249,47.2162,66.3410,17960.18,43.2508,0.94094,0.92259,0.94681,75.85,-4.090,4.090,True,354.661,0.009
T13,19,20,1044.5,9.4,9.4,20.1,20.0,0.43,79.91,79.70,361.38,74.33,3743.56,28.46,0.50,16.42,243.78,630.619,49.3781,68.3938,2620.00,1.89156,595.806,45.9210,65.0835,18614.73,48.1671,0.94480,0.92999,0.95160,75.85,-1.520,1.520,True,361.386,-0.006
T13,20,20,1044.5,9.4,9.4,20.1,20.0,0.43,82.93,82.72,368.08,76.88,3448.59,28.46,0.50,16.42,206.88,613.981,47.6839,66.7896,2620.70,1.87103,576.734,44.1663,63.3381,19276.12,45.4376,0.93933,0.92623,0.94832,75.85,1.030,1.030,True,368.069,0.011
T14,1,20,821.6,6.9,6.9,10.8,20.1,0.27,24.74,24.63,234.54,20.32,2501.48,15.22,0.50,12.48,203.52,935.607,102.1723,111.9330,2077.28,1.89614,915.955,96.7399,107.9974,7076.36,19.6663,0.97900,0.94683,0.96484,75.85,-55.530,55.530,False,234.537,0.003
T14,2,20,821.6,6.9,6.9,10.8,20.1,0.27,27.99,27.88,239.64,22.76,2103.32,15.22,0.50,12.48,143.89,924.563,99.0621,109.6973,2094.72,1.89164,900.683,92.8231,105.0712,7298.53,16.8730,0.97417,0.93702,0.95783,75.85,-53.090,53.090,False,239.627,0.013
T14,3,20,821.6,6.9,6.9,10.8,20.1,0.27,31.29,31.17,244.73,25.19,1797.10,15.22,0.50,12.48,105.05,913.352,96.0545,107.4906,2113.30,1.88846,884.797,89.0019,102.1460,7527.06,14.7124,0.96874,0.92658,0.95028,75.85,-50.660,50.660,False,244.739,-0.009
T14,4,20,821.6,6.9,6.9,10.8,20.1,0.27,34.48,34.37,249.82,27.58,1587.24,15.22,0.50,12.48,81.96,902.110,93.1786,105.3398,2132.83,1.88660,868.904,85.4134,99.3372,7759.38,13.2597,0.96319,0.91666,0.94302,75.85,-48.270,48.270,False,249.813,0.007
